decodedfeatures-alphabet-VGG19-conv1_1-S1.zip,12995840,f33df0027c2e59338377b64c4aed2223
decodedfeatures-alphabet-VGG19-conv1_1-S2.zip,12995852,847b312229275f8152f38be9e9ebba5b
decodedfeatures-alphabet-VGG19-conv1_1-S3.zip,12995864,6cd53383b59de0c19917f4b1d08dae8a
decodedfeatures-alphabet-VGG19-conv1_2-S1.zip,12995882,7f660a2df88e720714d8aa7e06387edd
decodedfeatures-alphabet-VGG19-conv1_2-S2.zip,12995894,4efe013c984d8ae858d65090cbcec0f5
decodedfeatures-alphabet-VGG19-conv1_2-S3.zip,12995897,4e5000bd056ebb36c7ea4e060e18cd4b
decodedfeatures-alphabet-VGG19-conv2_1-S1.zip,12995906,73844fef7b5019fa3802275f91a8ccf0
decodedfeatures-alphabet-VGG19-conv2_1-S2.zip,12995909,56de7f0601e2850886029e1dca3a40ed
decodedfeatures-alphabet-VGG19-conv2_1-S3.zip,12995912,9af1c3581be16d67c2d8bb7639a48a77
decodedfeatures-alphabet-VGG19-conv2_2-S1.zip,12995921,faaec93b4ddb41823d02644b7c48fdb6
decodedfeatures-alphabet-VGG19-conv2_2-S2.zip,12995933,aaa830c65963753d1de53f86016d07bf
decodedfeatures-alphabet-VGG19-conv2_2-S3.zip,12995936,81305ba3786100c965c3782c15ce07d4
decodedfeatures-alphabet-VGG19-conv3_1-S1.zip,12995945,595768a1e858779638f265303704bf84
decodedfeatures-alphabet-VGG19-conv3_1-S2.zip,12995948,54a4b13aa579f8bb48a0ce345a6adfe2
decodedfeatures-alphabet-VGG19-conv3_1-S3.zip,12995951,e97b8ecb52b4434eae079797b362e8e8
decodedfeatures-alphabet-VGG19-conv3_2-S1.zip,12995957,d9b5b955d5f26651af5ef6a6057d646e
decodedfeatures-alphabet-VGG19-conv3_2-S2.zip,12995990,3afb8989cea85a6cbd54023e4061baa7
decodedfeatures-alphabet-VGG19-conv3_2-S3.zip,12995993,8bce37cd7c2d8cd3a32b42a1ab21ece2
decodedfeatures-alphabet-VGG19-conv3_3-S1.zip,12995996,ce2c901f8d439dd645abb26545132ac4
decodedfeatures-alphabet-VGG19-conv3_3-S2.zip,12995999,dbf3453b6fbb2a8148bd5ead3a8a6366
decodedfeatures-alphabet-VGG19-conv3_3-S3.zip,12996002,e3256916d721c69f200ad7482723064c
decodedfeatures-alphabet-VGG19-conv3_4-S1.zip,12996005,c5f754f097ffe58e93927e1d0aa4aa66
decodedfeatures-alphabet-VGG19-conv3_4-S2.zip,12996008,03b542c8dae619a67ae88bd9077a16d1
decodedfeatures-alphabet-VGG19-conv3_4-S3.zip,12996011,5bceb4ab6e2dcff0cb076e7b190c941a
decodedfeatures-alphabet-VGG19-conv4_1-S1.zip,12996014,0ee42b4adab1d1f32b6fea885356f1af
decodedfeatures-alphabet-VGG19-conv4_1-S2.zip,12996017,05125082f94eca11a64e5cd4aec374f8
decodedfeatures-alphabet-VGG19-conv4_1-S3.zip,12996020,144b250b80e15bd7e606dad5e575e9a8
decodedfeatures-alphabet-VGG19-conv4_2-S1.zip,12996023,e38eccb55f7f89157f77b5822f442daa
decodedfeatures-alphabet-VGG19-conv4_2-S2.zip,12996029,2c1f1bf9f8a7e11916bd3b63f260f08e
decodedfeatures-alphabet-VGG19-conv4_2-S3.zip,12996032,781a31a0268b4332b90dc798253b3139
decodedfeatures-alphabet-VGG19-conv4_3-S1.zip,12996035,aeb6cbcd789fd66719284ecea7951601
decodedfeatures-alphabet-VGG19-conv4_3-S2.zip,12996041,81b5a80679ee2a761fa6d2e6d50eba8c
decodedfeatures-alphabet-VGG19-conv4_3-S3.zip,12996047,c9164804171a4df8fe7fb0b1afbcde83
decodedfeatures-alphabet-VGG19-conv4_4-S1.zip,12996056,6e5e1d65ee58d54539cc92b9c90c637f
decodedfeatures-alphabet-VGG19-conv4_4-S2.zip,12996062,ff494023b7e3b0a077bfed5c6a77e9cb
decodedfeatures-alphabet-VGG19-conv4_4-S3.zip,12996068,85e22db91a8cd3a1ef85781aea3145b9
decodedfeatures-alphabet-VGG19-conv5_1-S1.zip,12996071,ae3b1666d0811a05cd075216d0111b18
decodedfeatures-alphabet-VGG19-conv5_1-S2.zip,12996074,f8de504dc18921c920e9b8442619211e
decodedfeatures-alphabet-VGG19-conv5_1-S3.zip,12996077,6b50fc96494fca843d406f531ba84e3b
decodedfeatures-alphabet-VGG19-conv5_2-S1.zip,12996080,9ad5ca1465fcb27d5bbd00d9380c2875
decodedfeatures-alphabet-VGG19-conv5_2-S2.zip,12996083,92e7507eedde3be8bdb1f3e01693cd69
decodedfeatures-alphabet-VGG19-conv5_2-S3.zip,12996086,930db1152849b207781c0347f8ce29bd
decodedfeatures-alphabet-VGG19-conv5_3-S1.zip,12996089,5ae1b2846c1098d0bf893ffa38ef3635
decodedfeatures-alphabet-VGG19-conv5_3-S2.zip,12996092,e4307e7b13d166cdaa770faa0b6a75b7
decodedfeatures-alphabet-VGG19-conv5_3-S3.zip,12996095,9b35d8c81e36dd28e76cd095274f7183
decodedfeatures-alphabet-VGG19-conv5_4-S1.zip,12996098,a4711a0883e727e491db23f32769ba05
decodedfeatures-alphabet-VGG19-conv5_4-S2.zip,12996101,02232dd514382b8707b9e407881b858b
decodedfeatures-alphabet-VGG19-conv5_4-S3.zip,12996104,f6a254db34d6fb51bf6f023c4cd0d966
decodedfeatures-alphabet-VGG19-fc6-S1.zip,12996107,06af72f148b4607d9a8f8585a3f086f9
decodedfeatures-alphabet-VGG19-fc6-S2.zip,12996110,479bc50058f05b19b3e7186f4aa37a7b
decodedfeatures-alphabet-VGG19-fc6-S3.zip,12996113,f735ae11c47c3ef9bf725da7070d12a6
decodedfeatures-alphabet-VGG19-fc7-S1.zip,12996116,a0bd8102d93e41caa214c575bbbdabfe
decodedfeatures-alphabet-VGG19-fc7-S2.zip,12996119,69304e5f95ee1f12ade749d8f6112a6b
decodedfeatures-alphabet-VGG19-fc7-S3.zip,12996122,15ac78913c37fecdf032def99d648855
decodedfeatures-alphabet-VGG19-fc8-S1.zip,12996125,6752b69d8820e5111a360409bc6326d7
decodedfeatures-alphabet-VGG19-fc8-S2.zip,12996128,a218b8c0dcc266943cb2ce54279b3bd3
decodedfeatures-alphabet-VGG19-fc8-S3.zip,12996131,0af9053abef853e2a5a4d31fde7aca9f
decodedfeatures-alphabet-VGG19-pool1-S1.zip,12996134,5a48ea3d65ac9ce02e04297b7f1ca701
decodedfeatures-alphabet-VGG19-pool2-S1.zip,12996137,a0db39bc573f6659ca296c6d1c717b2f
decodedfeatures-alphabet-VGG19-pool3-S1.zip,12996143,ad818e500301b363823f716b28a28a2e
decodedfeatures-alphabet-VGG19-pool4-S1.zip,12996146,8165088bcf214718ff81721373a38623
decodedfeatures-alphabet-VGG19-pool5-S1.zip,12996149,106359c6830aa46e6d43b6f874cdf3c9
decodedfeatures-color_shape-VGG19-conv1_1-S1.zip,12996152,31d02aad5f960493dc53c16d84290459
decodedfeatures-color_shape-VGG19-conv1_1-S2.zip,12996434,d159cc92eb33c91ee815617ca5ba952a
decodedfeatures-color_shape-VGG19-conv1_1-S3.zip,12996638,77f292ec63cfcba44159cc6a34992140
decodedfeatures-color_shape-VGG19-conv1_2-S1.zip,12996914,3c04ba6cea47804d3ebc41a2c740782d
